1	106	0.550483
1	163	0.383076
1	190	0.00443845
2	159	0.480844
2	181	0.137651
2	186	0.157033
3	113	0.672364
3	179	0.245149
3	196	0.0204941
4	62	0.789258
4	163	0.182471
4	190	0.000779797
5	191	0.278253
5	194	0.141159
5	200	0.0585896
6	194	0.232756
6	198	0.115136
6	199	0.124483
7	79	0.545247
7	151	0.306331
7	179	0.102812
8	175	0.383829
8	187	0.223604
8	192	0.213127
9	120	0.128941
9	194	0.369507
9	199	0.261233
10	134	0.109372
10	195	0.385249
10	198	0.249972
11	115	0.348325
11	117	0.273711
11	173	0.27506
12	184	0.355068
12	189	0.152456
12	196	0.330221
13	67	0.109723
13	99	0.528218
13	141	0.362911
14	51	0.490057
14	156	0.0713494
14	164	0.287391
15	40	0.518802
15	115	0.17445
15	167	0.218124
16	130	0.37597
16	139	0.577891
16	168	0.274476
17	157	0.416644
17	183	0.216949
17	190	0.231996
18	45	0.709906
18	134	0.274441
18	150	0.0636466
19	191	0.326638
19	198	0.0719244
19	199	0.0812709
20	152	0.568134
20	184	0.174371
20	196	0.149523
21	195	0.235113
21	199	0.109183
21	200	0.134887
22	175	0.383829
22	187	0.223604
22	192	0.213127
23	71	0.487222
23	115	0.251695
23	117	0.177081
24	197	0.178741
24	198	0.133691
24	200	0.168741
25	195	0.238139
25	198	0.102863
25	200	0.137913
26	132	0.354595
26	156	0.503446
26	194	0.551864
27	195	0.235249
27	197	0.145023
27	198	0.0999732
28	147	0.687559
28	187	0.0885218
28	192	0.0780454
29	55	0.713787
29	192	0.155178
29	193	0.40371
30	150	0.634754
30	164	0.256836
30	168	0.0190133
31	92	0.58599
31	170	0.336339
31	200	0.530361
32	176	0.373661
32	181	0.194371
32	186	0.213753
33	174	0.347118
33	181	0.199202
33	186	0.218584
34	92	0.116513
34	116	0.747583
34	196	0.172906
35	130	0.378724
35	138	0.363706
35	170	0.170921
36	84	0.107177
36	97	0.720061
36	178	0.14378
37	197	0.175715
37	199	0.140012
37	200	0.165716
38	191	0.278253
38	194	0.141159
38	200	0.0585896
39	108	0.851891
39	183	0.0196746
39	190	0.0347217
40	15	0.518802
40	114	0.43871
40	153	0.110957
41	101	0.613138
41	172	0.316771
41	186	0.0140429
42	121	0.814256
42	182	0.199358
42	189	0.0852647
43	67	0.61216
43	163	0.306529
43	190	0.0128898
44	149	0.421272
44	183	0.213295
44	190	0.228342
45	18	0.709906
45	126	0.109372
45	132	0.188886
46	99	0.351811
46	123	0.543493
46	186	0.214224
47	71	0.43523
47	138	0.24443
47	167	0.243376
48	141	0.400103
48	168	0.272722
48	178	0.151464
49	132	0.236442
49	168	0.343934
49	178	0.222676
50	198	0.144552
50	199	0.153899
50	200	0.179603
51	14	0.490057
51	100	0.396929
51	150	0.110186
52	193	0.358544
52	197	0.07251
52	200	0.0625106
53	83	0.107177
53	168	0.488169
53	178	0.366911
54	117	0.212116
54	155	0.367849
54	167	0.330404
55	29	0.713787
55	128	0.342086
55	187	0.000753418
55	192	0.00497289
56	118	0.550116
56	154	0.364897
56	189	0.0564914
56	196	0.00991662
57	132	0.229175
57	156	0.378026
57	178	0.215409
57	196	0.124183
58	92	0.336955
58	155	0.31648
58	170	0.0873042
58	173	0.162097
59	166	0.446456
59	184	0.299801
59	189	0.0971888
59	193	0.405241
60	133	0.436896
60	175	0.22258
60	187	0.0623548
60	192	0.0518784
61	172	0.610671
61	177	0.219239
61	186	0.00989751
61	192	0.191212
62	4	0.789258
62	125	0.109372
62	183	0.0509174
62	190	0.0659645
63	78	0.107177
63	117	0.327099
63	170	0.253655
63	173	0.328448
64	104	0.10838
64	146	0.609606
64	187	0.122773
64	192	0.112297
65	144	0.110219
65	159	0.409508
65	177	0.295038
65	186	0.0856967
66	191	0.192863
66	194	0.055769
66	195	0.0734251
66	200	0.0124862
67	13	0.109723
67	43	0.61216
67	106	0.356071
67	190	0.000236918
68	80	0.434235
68	84	0.659635
68	147	0.00469183
68	192	0.00469572
69	142	0.110219
69	145	0.537844
69	183	0.162248
69	190	0.177295
70	157	0.149752
70	197	0.191305
70	198	0.146255
70	199	0.155601
71	23	0.487222
71	47	0.43523
71	115	0.0134651
71	155	0.0216694
72	115	0.212855
72	138	0.257584
72	155	0.293975
72	173	0.139591
73	79	0.393359
73	89	0.507715
73	152	0.0942833
73	196	0.000653983
74	78	0.777911
74	152	0.185275
74	177	0.330296
74	184	0.00870133
75	145	0.468205
75	149	0.300585
75	165	0.112202
75	190	0.107656
76	157	0.304906
76	171	0.33193
76	183	0.105211
76	190	0.120258
77	135	0.672773
77	189	0.0395611
77	196	0.166225
77	197	0.311324
78	63	0.107177
78	74	0.777911
78	184	0.0757296
78	189	0.0281949
79	7	0.545247
79	73	0.393359
79	184	0.00539801
79	196	0.00564492
80	68	0.434235
80	160	0.422619
80	187	8.41731e-05
80	192	0.00255343
81	110	0.618524
81	184	0.165125
81	187	0.119762
81	192	0.109285
82	151	0.385996
82	162	0.364141
82	179	0.182477
82	196	0.0190433
83	53	0.107177
83	181	0.177559
83	182	0.4215
83	186	0.196941
84	36	0.107177
84	68	0.659635
84	187	0.116228
84	192	0.105751
85	116	0.109372
85	194	0.223462
85	197	0.150891
85	199	0.115188
86	167	0.128363
86	197	0.180307
86	199	0.144604
86	200	0.170308
87	136	0.469791
87	166	0.232154
87	184	0.0854989
87	189	0.0379642
88	89	0.10838
88	176	0.257071
88	181	0.0777802
88	182	0.321722
88	186	0.097162
89	73	0.507715
89	88	0.10838
89	136	0.280818
89	179	0.14693
89	184	0.00978693
90	191	0.0551892
90	193	0.13156
90	195	0.00491089
90	198	0.0186902
90	199	0.0241858
91	126	0.763962
91	129	0.109372
91	171	0.162053
91	183	0.0432862
91	190	0.0126116
92	31	0.58599
92	34	0.116513
92	58	0.336955
92	139	0.0682842
92	173	0.000455265
93	144	0.607042
93	147	0.318514
93	175	0.0097349
93	187	0.0172727
93	192	0.0192981
94	191	0.0526297
94	193	0.129
94	195	0.00808496
94	199	0.0141838
94	200	0.0357868
95	194	0.0544461
95	195	0.0721022
95	197	0.0149631
95	198	0.0317255
95	200	0.013315
96	194	0.0834203
96	197	0.01085
96	198	0.0319919
96	199	0.0168938
96	200	0.0425353
97	36	0.720061
97	134	0.315937
97	164	0.0489129
97	168	0.00286826
97	178	0.00459102
98	102	0.10838
98	105	0.599695
98	143	0.402618
98	189	0.0177613
98	196	0.000316121
99	13	0.528218
99	46	0.351811
99	134	0.153602
99	150	0.0356501
99	178	0.00338794
100	51	0.396929
100	107	0.10838
100	123	0.421231
100	141	0.0642424
100	178	0.00107995
101	41	0.613138
101	161	0.272713
101	174	0.0639616
101	182	0.003297
101	186	0.0130095
102	98	0.10838
102	193	0.267717
102	194	0.054253
102	198	0.0164054
102	200	0.0144128
103	137	0.643663
103	174	0.0619406
103	176	0.0255471
103	177	0.0749797
103	186	0.00557756
104	64	0.10838
104	149	0.263663
104	157	0.255383
104	171	0.282406
104	190	0.0707342
105	98	0.599695
105	166	0.0636137
105	179	0.167363
105	189	0.0342915
105	196	0.0198783
106	1	0.550483
106	67	0.356071
106	149	0.00581353
106	163	0.0504401
106	190	0.00590919
107	100	0.10838
107	191	0.134942
107	193	0.211313
107	199	0.0156891
107	200	0.034976
108	39	0.851891
108	157	0.0371404
108	180	0.112738
108	183	0.045039
108	190	0.00439906
109	110	0.285847
109	120	0.509695
109	175	0.0136546
109	187	0.0105329
109	192	0.000661591
110	81	0.618524
110	109	0.285847
110	186	0.319939
110	187	0.00918537
110	192	0.0109856
111	174	0.22932
111	181	0.0814034
111	182	0.325345
111	186	0.100785
111	194	0.44839
112	194	0.162282
112	196	0.125385
112	198	0.0446624
112	199	0.0540089
112	200	0.0797128
113	3	0.672364
113	151	0.220872
113	189	0.0746472
113	190	0.186481
113	196	0.0158406
114	40	0.43871
114	130	0.154104
114	138	0.139085
114	167	0.138032
114	173	0.0592602
114	193	0.445603
115	11	0.348325
115	15	0.17445
115	23	0.251695
115	71	0.0134651
115	72	0.212855
115	170	0.0143727
116	34	0.747583
116	85	0.109372
116	154	0.121978
116	162	0.0712287
116	179	0.0366188
116	196	0.00183756
117	11	0.273711
117	23	0.177081
117	54	0.212116
117	63	0.327099
117	170	0.0209184
117	173	8.38828e-05
118	56	0.550116
118	136	0.141659
118	162	0.189436
118	184	0.00538701
118	189	0.0621356
118	196	0.0186254
119	161	0.128396
119	193	0.176006
119	195	0.0204447
119	197	0.0111645
119	199	0.0221296
119	200	0.00470382
120	9	0.128941
120	109	0.509695
120	128	0.516563
120	160	0.00194667
120	187	0.00110128
120	192	0.0028396
121	42	0.814256
121	154	0.0985263
121	162	0.0477768
121	179	0.013167
121	184	0.00716036
121	196	0.00164215
122	161	0.576412
122	176	0.017779
122	177	0.0672116
122	182	0.0824298
122	186	0.0126759
122	199	0.329508
123	46	0.543493
123	100	0.421231
123	156	0.000127294
123	164	0.085065
123	168	0.000506576
123	189	0.0558847
