1	6 
2	7 
3	2 
4	6 
5	4 
6	4 
7	2 
8	1 
9	4 
10	4 
11	5 
12	2 
13	3 
14	3 
15	5 
16	5 
17	6 
18	3 
19	4 
20	2 
21	4 
22	1 
23	5 
24	4 
25	4 
26	3 
27	4 
28	1 
29	1 
30	3 
31	5 
32	7 
33	7 
34	2 
35	5 
36	3 
37	4 
38	4 
39	6 
40	5 
41	7 
42	2 
43	6 
44	6 
45	3 
46	3 
47	5 
48	3 
49	3 
50	4 
51	3 
52	4 
53	3 
54	5 
55	1 
56	2 
57	3 
58	5 
59	2 
60	1 
61	7 
62	6 
63	5 
64	1 
65	7 
66	4 
67	6 
68	1 
69	6 
70	4 
71	5 
72	5 
73	2 
74	2 
75	6 
76	6 
77	2 
78	2 
79	2 
80	1 
81	1 
82	2 
83	7 
84	1 
85	4 
86	4 
87	2 
88	7 
89	2 
90	4 
91	6 
92	5 
93	1 
94	4 
95	4 
96	4 
97	3 
98	2 
99	3 
100	3 
101	7 
102	4 
103	7 
104	6 
105	2 
106	6 
107	4 
108	6 
109	1 
110	1 
111	7 
112	4 
113	2 
114	5 
115	5 
116	2 
117	5 
118	2 
119	4 
120	1 
121	2 
122	7 
123	3 
124	4 
125	7 
126	6 
127	4 
128	1 
129	1 
130	5 
131	4 
132	3 
133	1 
134	3 
135	2 
136	2 
137	7 
138	5 
139	5 
140	7 
141	3 
142	4 
143	2 
144	1 
145	6 
146	1 
147	1 
148	2 
149	6 
150	3 
151	2 
152	2 
153	4 
154	2 
155	5 
156	3 
157	6 
158	4 
159	7 
160	1 
161	7 
162	2 
163	6 
164	3 
165	4 
166	2 
167	5 
168	3 
169	4 
170	5 
171	6 
172	7 
173	5 
174	7 
175	1 
176	7 
177	7 
178	3 
179	2 
180	4 
181	7 
182	7 
183	6 
184	2 
185	4 
186	7 
187	1 
188	4 
189	2 
190	6 
191	4 
192	1 
193	4 
194	4 
195	4 
196	2 
197	4 
198	4 
199	4 
200	4 
